,Date,Crime type,County,Amount
3069,2007Q1,Weapon offences,Cavan,12
3070,2007Q1,Weapon offences,Clare,33
3071,2007Q1,Weapon offences,Cork,119
3072,2007Q1,Weapon offences,Donegal,30
3073,2007Q1,Weapon offences,Dublin,591
3074,2007Q1,Weapon offences,Galway,38
3075,2007Q1,Weapon offences,Kerry,32
3076,2007Q1,Weapon offences,Kildare,25
3077,2007Q1,Weapon offences,Kilkenny,14
3078,2007Q1,Weapon offences,Laois,16
3079,2007Q1,Weapon offences,Leitrim,13
3080,2007Q1,Weapon offences,Limerick,149
3081,2007Q1,Weapon offences,Longford,11
3082,2007Q1,Weapon offences,Louth,32
3083,2007Q1,Weapon offences,Mayo,6
3084,2007Q1,Weapon offences,Meath,15
3085,2007Q1,Weapon offences,Monaghan,12
3086,2007Q1,Weapon offences,Offaly,16
3087,2007Q1,Weapon offences,Roscommon,11
3088,2007Q1,Weapon offences,Sligo,13
3089,2007Q1,Weapon offences,Tipperary,102
3090,2007Q1,Weapon offences,Waterford,48
3091,2007Q1,Weapon offences,Westmeath,28
3092,2007Q1,Weapon offences,Wexford,34
3093,2007Q1,Weapon offences,Wicklow,70
3094,2007Q2,Crimes affecting personal safety,Carlow,365
3095,2007Q2,Crimes affecting personal safety,Cavan,484
3096,2007Q2,Crimes affecting personal safety,Clare,523
3097,2007Q2,Crimes affecting personal safety,Cork,2496
3098,2007Q2,Crimes affecting personal safety,Donegal,1116
3099,2007Q2,Crimes affecting personal safety,Dublin,8067
3100,2007Q2,Crimes affecting personal safety,Galway,1208
3101,2007Q2,Crimes affecting personal safety,Kerry,701
3102,2007Q2,Crimes affecting personal safety,Kildare,889
3103,2007Q2,Crimes affecting personal safety,Kilkenny,365
3104,2007Q2,Crimes affecting personal safety,Laois,350
3105,2007Q2,Crimes affecting personal safety,Leitrim,294
3106,2007Q2,Crimes affecting personal safety,Limerick,1564
3107,2007Q2,Crimes affecting personal safety,Longford,247
3108,2007Q2,Crimes affecting personal safety,Louth,827
3109,2007Q2,Crimes affecting personal safety,Mayo,568
3110,2007Q2,Crimes affecting personal safety,Meath,609
3111,2007Q2,Crimes affecting personal safety,Monaghan,484
3112,2007Q2,Crimes affecting personal safety,Offaly,350
3113,2007Q2,Crimes affecting personal safety,Roscommon,247
3114,2007Q2,Crimes affecting personal safety,Sligo,294
3115,2007Q2,Crimes affecting personal safety,Tipperary,730
3116,2007Q2,Crimes affecting personal safety,Waterford,840
3117,2007Q2,Crimes affecting personal safety,Westmeath,640
3118,2007Q2,Crimes affecting personal safety,Wexford,766
3119,2007Q2,Crimes affecting personal safety,Wicklow,700
3120,2007Q2,Drug offences,Carlow,152
3121,2007Q2,Drug offences,Cavan,70
3122,2007Q2,Drug offences,Clare,176
3123,2007Q2,Drug offences,Cork,996
3124,2007Q2,Drug offences,Donegal,292
3125,2007Q2,Drug offences,Dublin,4285
3126,2007Q2,Drug offences,Galway,232
3127,2007Q2,Drug offences,Kerry,229
3128,2007Q2,Drug offences,Kildare,244
3129,2007Q2,Drug offences,Kilkenny,152
3130,2007Q2,Drug offences,Laois,139
3131,2007Q2,Drug offences,Leitrim,78
3132,2007Q2,Drug offences,Limerick,420
3133,2007Q2,Drug offences,Longford,62
3134,2007Q2,Drug offences,Louth,134
3135,2007Q2,Drug offences,Mayo,110
3136,2007Q2,Drug offences,Meath,129
3137,2007Q2,Drug offences,Monaghan,70
3138,2007Q2,Drug offences,Offaly,139
3139,2007Q2,Drug offences,Roscommon,62
3140,2007Q2,Drug offences,Sligo,78
3141,2007Q2,Drug offences,Tipperary,290
3142,2007Q2,Drug offences,Waterford,502
3143,2007Q2,Drug offences,Westmeath,132
3144,2007Q2,Drug offences,Wexford,234
3145,2007Q2,Drug offences,Wicklow,312
3146,2007Q2,Environmental offences,Carlow,143
3147,2007Q2,Environmental offences,Cavan,110
3148,2007Q2,Environmental offences,Clare,195
3149,2007Q2,Environmental offences,Cork,1054
3150,2007Q2,Environmental offences,Donegal,321
3151,2007Q2,Environmental offences,Dublin,3999
3152,2007Q2,Environmental offences,Galway,458
3153,2007Q2,Environmental offences,Kerry,230
3154,2007Q2,Environmental offences,Kildare,365
3155,2007Q2,Environmental offences,Kilkenny,143
3156,2007Q2,Environmental offences,Laois,136
3157,2007Q2,Environmental offences,Leitrim,113
3158,2007Q2,Environmental offences,Limerick,822
3159,2007Q2,Environmental offences,Longford,71
3160,2007Q2,Environmental offences,Louth,408
3161,2007Q2,Environmental offences,Mayo,206
3162,2007Q2,Environmental offences,Meath,221
3163,2007Q2,Environmental offences,Monaghan,110
3164,2007Q2,Environmental offences,Offaly,136
3165,2007Q2,Environmental offences,Roscommon,71
3166,2007Q2,Environmental offences,Sligo,113
3167,2007Q2,Environmental offences,Tipperary,266
3168,2007Q2,Environmental offences,Waterford,343
3169,2007Q2,Environmental offences,Westmeath,263
3170,2007Q2,Environmental offences,Wexford,253
3171,2007Q2,Environmental offences,Wicklow,300
3172,2007Q2,Miscellaneous offences,Carlow,478
3173,2007Q2,Miscellaneous offences,Cavan,579
3174,2007Q2,Miscellaneous offences,Clare,841
3175,2007Q2,Miscellaneous offences,Cork,4614
3176,2007Q2,Miscellaneous offences,Donegal,1340
3177,2007Q2,Miscellaneous offences,Dublin,13528
3178,2007Q2,Miscellaneous offences,Galway,1746
3179,2007Q2,Miscellaneous offences,Kerry,1404
3180,2007Q2,Miscellaneous offences,Kildare,1133
3181,2007Q2,Miscellaneous offences,Kilkenny,478
3182,2007Q2,Miscellaneous offences,Laois,407
3183,2007Q2,Miscellaneous offences,Leitrim,271
3184,2007Q2,Miscellaneous offences,Limerick,1439
3185,2007Q2,Miscellaneous offences,Longford,279
3186,2007Q2,Miscellaneous offences,Louth,813
3187,2007Q2,Miscellaneous offences,Mayo,590
3188,2007Q2,Miscellaneous offences,Meath,661
3189,2007Q2,Miscellaneous offences,Monaghan,579
3190,2007Q2,Miscellaneous offences,Offaly,407
3191,2007Q2,Miscellaneous offences,Roscommon,279
3192,2007Q2,Miscellaneous offences,Sligo,271
3193,2007Q2,Miscellaneous offences,Tipperary,1309
3194,2007Q2,Miscellaneous offences,Waterford,1697
3195,2007Q2,Miscellaneous offences,Westmeath,640
3196,2007Q2,Miscellaneous offences,Wexford,1007
3197,2007Q2,Miscellaneous offences,Wicklow,925
3198,2007Q2,Theft offences,Carlow,649
3199,2007Q2,Theft offences,Cavan,442
3200,2007Q2,Theft offences,Clare,736
3201,2007Q2,Theft offences,Cork,4037
3202,2007Q2,Theft offences,Donegal,962
3203,2007Q2,Theft offences,Dublin,21263
3204,2007Q2,Theft offences,Galway,2199
3205,2007Q2,Theft offences,Kerry,742
3206,2007Q2,Theft offences,Kildare,1790
3207,2007Q2,Theft offences,Kilkenny,649
3208,2007Q2,Theft offences,Laois,570
3209,2007Q2,Theft offences,Leitrim,382
3210,2007Q2,Theft offences,Limerick,2558
3211,2007Q2,Theft offences,Longford,332
3212,2007Q2,Theft offences,Louth,1652
3213,2007Q2,Theft offences,Mayo,894
3214,2007Q2,Theft offences,Meath,1476
3215,2007Q2,Theft offences,Monaghan,442
3216,2007Q2,Theft offences,Offaly,570
3217,2007Q2,Theft offences,Roscommon,332
3218,2007Q2,Theft offences,Sligo,382
3219,2007Q2,Theft offences,Tipperary,980
3220,2007Q2,Theft offences,Waterford,1398
3221,2007Q2,Theft offences,Westmeath,1085
3222,2007Q2,Theft offences,Wexford,1026
3223,2007Q2,Theft offences,Wicklow,1508
3224,2007Q2,Traffic offences,Carlow,75
3225,2007Q2,Traffic offences,Cavan,160
3226,2007Q2,Traffic offences,Clare,122
3227,2007Q2,Traffic offences,Cork,510
3228,2007Q2,Traffic offences,Donegal,250
3229,2007Q2,Traffic offences,Dublin,1377
3230,2007Q2,Traffic offences,Galway,263
3231,2007Q2,Traffic offences,Kerry,151
3232,2007Q2,Traffic offences,Kildare,167
3233,2007Q2,Traffic offences,Kilkenny,75
3234,2007Q2,Traffic offences,Laois,70
3235,2007Q2,Traffic offences,Leitrim,68
3236,2007Q2,Traffic offences,Limerick,189
3237,2007Q2,Traffic offences,Longford,47
3238,2007Q2,Traffic offences,Louth,142
3239,2007Q2,Traffic offences,Mayo,86
3240,2007Q2,Traffic offences,Meath,164
3241,2007Q2,Traffic offences,Monaghan,160
3242,2007Q2,Traffic offences,Offaly,70
3243,2007Q2,Traffic offences,Roscommon,47
3244,2007Q2,Traffic offences,Sligo,68
3245,2007Q2,Traffic offences,Tipperary,196
3246,2007Q2,Traffic offences,Waterford,136
3247,2007Q2,Traffic offences,Westmeath,150
3248,2007Q2,Traffic offences,Wexford,178
3249,2007Q2,Traffic offences,Wicklow,159
3250,2007Q2,Weapon offences,Carlow,6
3251,2007Q2,Weapon offences,Cavan,21
3252,2007Q2,Weapon offences,Clare,38
3253,2007Q2,Weapon offences,Cork,152
3254,2007Q2,Weapon offences,Donegal,50
3255,2007Q2,Weapon offences,Dublin,755
3256,2007Q2,Weapon offences,Galway,46
3257,2007Q2,Weapon offences,Kerry,22
3258,2007Q2,Weapon offences,Kildare,53
3259,2007Q2,Weapon offences,Kilkenny,6
3260,2007Q2,Weapon offences,Laois,15
3261,2007Q2,Weapon offences,Leitrim,17
3262,2007Q2,Weapon offences,Limerick,114
3263,2007Q2,Weapon offences,Longford,12
3264,2007Q2,Weapon offences,Louth,29
3265,2007Q2,Weapon offences,Mayo,13
3266,2007Q2,Weapon offences,Meath,26
3267,2007Q2,Weapon offences,Monaghan,21
3268,2007Q2,Weapon offences,Offaly,15
3269,2007Q2,Weapon offences,Roscommon,12
3270,2007Q2,Weapon offences,Sligo,17
3271,2007Q2,Weapon offences,Tipperary,76
3272,2007Q2,Weapon offences,Waterford,53
3273,2007Q2,Weapon offences,Westmeath,10
3274,2007Q2,Weapon offences,Wexford,35
3275,2007Q2,Weapon offences,Wicklow,62
3276,2007Q3,Crimes affecting personal safety,Carlow,392
3277,2007Q3,Crimes affecting personal safety,Cavan,468
3278,2007Q3,Crimes affecting personal safety,Clare,582
3279,2007Q3,Crimes affecting personal safety,Cork,2412
3280,2007Q3,Crimes affecting personal safety,Donegal,1137
3281,2007Q3,Crimes affecting personal safety,Dublin,8018
3282,2007Q3,Crimes affecting personal safety,Galway,1169
3283,2007Q3,Crimes affecting personal safety,Kerry,676
3284,2007Q3,Crimes affecting personal safety,Kildare,914
3285,2007Q3,Crimes affecting personal safety,Kilkenny,392
3286,2007Q3,Crimes affecting personal safety,Laois,384
3287,2007Q3,Crimes affecting personal safety,Leitrim,252
3288,2007Q3,Crimes affecting personal safety,Limerick,1428
3289,2007Q3,Crimes affecting personal safety,Longford,214
3290,2007Q3,Crimes affecting personal safety,Louth,909
3291,2007Q3,Crimes affecting personal safety,Mayo,688
3292,2007Q3,Crimes affecting personal safety,Meath,761
3293,2007Q3,Crimes affecting personal safety,Monaghan,468
3294,2007Q3,Crimes affecting personal safety,Offaly,384
3295,2007Q3,Crimes affecting personal safety,Roscommon,214
3296,2007Q3,Crimes affecting personal safety,Sligo,252
3297,2007Q3,Crimes affecting personal safety,Tipperary,814
3298,2007Q3,Crimes affecting personal safety,Waterford,839
3299,2007Q3,Crimes affecting personal safety,Westmeath,691
3300,2007Q3,Crimes affecting personal safety,Wexford,711
3301,2007Q3,Crimes affecting personal safety,Wicklow,776
3302,2007Q3,Drug offences,Carlow,137
3303,2007Q3,Drug offences,Cavan,132
3304,2007Q3,Drug offences,Clare,266
3305,2007Q3,Drug offences,Cork,958
3306,2007Q3,Drug offences,Donegal,152
3307,2007Q3,Drug offences,Dublin,3864
3308,2007Q3,Drug offences,Galway,254
3309,2007Q3,Drug offences,Kerry,266
3310,2007Q3,Drug offences,Kildare,850
3311,2007Q3,Drug offences,Kilkenny,137
3312,2007Q3,Drug offences,Laois,440
3313,2007Q3,Drug offences,Leitrim,52
3314,2007Q3,Drug offences,Limerick,414
3315,2007Q3,Drug offences,Longford,73
3316,2007Q3,Drug offences,Louth,118
3317,2007Q3,Drug offences,Mayo,109
3318,2007Q3,Drug offences,Meath,251
3319,2007Q3,Drug offences,Monaghan,132
3320,2007Q3,Drug offences,Offaly,440
3321,2007Q3,Drug offences,Roscommon,73
3322,2007Q3,Drug offences,Sligo,52
3323,2007Q3,Drug offences,Tipperary,288
3324,2007Q3,Drug offences,Waterford,250
3325,2007Q3,Drug offences,Westmeath,86
3326,2007Q3,Drug offences,Wexford,230
3327,2007Q3,Drug offences,Wicklow,338
3328,2007Q3,Environmental offences,Carlow,148
3329,2007Q3,Environmental offences,Cavan,107
3330,2007Q3,Environmental offences,Clare,235
3331,2007Q3,Environmental offences,Cork,960
3332,2007Q3,Environmental offences,Donegal,368
3333,2007Q3,Environmental offences,Dublin,3968
3334,2007Q3,Environmental offences,Galway,427
3335,2007Q3,Environmental offences,Kerry,197
3336,2007Q3,Environmental offences,Kildare,373
3337,2007Q3,Environmental offences,Kilkenny,148
3338,2007Q3,Environmental offences,Laois,132
3339,2007Q3,Environmental offences,Leitrim,111
3340,2007Q3,Environmental offences,Limerick,659
3341,2007Q3,Environmental offences,Longford,76
3342,2007Q3,Environmental offences,Louth,422
3343,2007Q3,Environmental offences,Mayo,257
3344,2007Q3,Environmental offences,Meath,220
3345,2007Q3,Environmental offences,Monaghan,107
3346,2007Q3,Environmental offences,Offaly,132
3347,2007Q3,Environmental offences,Roscommon,76
3348,2007Q3,Environmental offences,Sligo,111
3349,2007Q3,Environmental offences,Tipperary,304
3350,2007Q3,Environmental offences,Waterford,326
3351,2007Q3,Environmental offences,Westmeath,255
3352,2007Q3,Environmental offences,Wexford,238
3353,2007Q3,Environmental offences,Wicklow,322
3354,2007Q3,Miscellaneous offences,Carlow,453
3355,2007Q3,Miscellaneous offences,Cavan,530
3356,2007Q3,Miscellaneous offences,Clare,962
3357,2007Q3,Miscellaneous offences,Cork,4627
3358,2007Q3,Miscellaneous offences,Donegal,1726
3359,2007Q3,Miscellaneous offences,Dublin,13243
3360,2007Q3,Miscellaneous offences,Galway,1714
3361,2007Q3,Miscellaneous offences,Kerry,1546
3362,2007Q3,Miscellaneous offences,Kildare,935
3363,2007Q3,Miscellaneous offences,Kilkenny,453
3364,2007Q3,Miscellaneous offences,Laois,408
3365,2007Q3,Miscellaneous offences,Leitrim,270
3366,2007Q3,Miscellaneous offences,Limerick,1497
3367,2007Q3,Miscellaneous offences,Longford,233
3368,2007Q3,Miscellaneous offences,Louth,856
3369,2007Q3,Miscellaneous offences,Mayo,796
3370,2007Q3,Miscellaneous offences,Meath,823
3371,2007Q3,Miscellaneous offences,Monaghan,530
3372,2007Q3,Miscellaneous offences,Offaly,408
3373,2007Q3,Miscellaneous offences,Roscommon,233
3374,2007Q3,Miscellaneous offences,Sligo,270
3375,2007Q3,Miscellaneous offences,Tipperary,1610
3376,2007Q3,Miscellaneous offences,Waterford,1759
3377,2007Q3,Miscellaneous offences,Westmeath,705
3378,2007Q3,Miscellaneous offences,Wexford,929
3379,2007Q3,Miscellaneous offences,Wicklow,882
3380,2007Q3,Theft offences,Carlow,697
3381,2007Q3,Theft offences,Cavan,361
3382,2007Q3,Theft offences,Clare,989
3383,2007Q3,Theft offences,Cork,3631
3384,2007Q3,Theft offences,Donegal,890
3385,2007Q3,Theft offences,Dublin,22889
3386,2007Q3,Theft offences,Galway,2347
3387,2007Q3,Theft offences,Kerry,924
3388,2007Q3,Theft offences,Kildare,2229
3389,2007Q3,Theft offences,Kilkenny,697
3390,2007Q3,Theft offences,Laois,549
3391,2007Q3,Theft offences,Leitrim,345
3392,2007Q3,Theft offences,Limerick,2838
3393,2007Q3,Theft offences,Longford,371
3394,2007Q3,Theft offences,Louth,1727
3395,2007Q3,Theft offences,Mayo,824
3396,2007Q3,Theft offences,Meath,1564
3397,2007Q3,Theft offences,Monaghan,361
3398,2007Q3,Theft offences,Offaly,549
3399,2007Q3,Theft offences,Roscommon,371
3400,2007Q3,Theft offences,Sligo,345
3401,2007Q3,Theft offences,Tipperary,1022
3402,2007Q3,Theft offences,Waterford,1482
3403,2007Q3,Theft offences,Westmeath,1102
3404,2007Q3,Theft offences,Wexford,1132
3405,2007Q3,Theft offences,Wicklow,1506
3406,2007Q3,Traffic offences,Carlow,73
3407,2007Q3,Traffic offences,Cavan,148
3408,2007Q3,Traffic offences,Clare,141
3409,2007Q3,Traffic offences,Cork,500
3410,2007Q3,Traffic offences,Donegal,239
3411,2007Q3,Traffic offences,Dublin,1402
3412,2007Q3,Traffic offences,Galway,236
3413,2007Q3,Traffic offences,Kerry,129
3414,2007Q3,Traffic offences,Kildare,198
3415,2007Q3,Traffic offences,Kilkenny,73
3416,2007Q3,Traffic offences,Laois,83
3417,2007Q3,Traffic offences,Leitrim,48
3418,2007Q3,Traffic offences,Limerick,204
3419,2007Q3,Traffic offences,Longford,50
3420,2007Q3,Traffic offences,Louth,172
3421,2007Q3,Traffic offences,Mayo,132
3422,2007Q3,Traffic offences,Meath,167
3423,2007Q3,Traffic offences,Monaghan,148
3424,2007Q3,Traffic offences,Offaly,83
3425,2007Q3,Traffic offences,Roscommon,50
3426,2007Q3,Traffic offences,Sligo,48
3427,2007Q3,Traffic offences,Tipperary,219
3428,2007Q3,Traffic offences,Waterford,129
3429,2007Q3,Traffic offences,Westmeath,129
3430,2007Q3,Traffic offences,Wexford,160
3431,2007Q3,Traffic offences,Wicklow,167
3432,2007Q3,Weapon offences,Carlow,16
3433,2007Q3,Weapon offences,Cavan,16
3434,2007Q3,Weapon offences,Clare,42
3435,2007Q3,Weapon offences,Cork,182
3436,2007Q3,Weapon offences,Donegal,40
3437,2007Q3,Weapon offences,Dublin,773
3438,2007Q3,Weapon offences,Galway,45
3439,2007Q3,Weapon offences,Kerry,46
3440,2007Q3,Weapon offences,Kildare,36
3441,2007Q3,Weapon offences,Kilkenny,16
3442,2007Q3,Weapon offences,Laois,30
3443,2007Q3,Weapon offences,Leitrim,11
3444,2007Q3,Weapon offences,Limerick,162
3445,2007Q3,Weapon offences,Longford,11
3446,2007Q3,Weapon offences,Louth,34
3447,2007Q3,Weapon offences,Mayo,18
3448,2007Q3,Weapon offences,Meath,42
3449,2007Q3,Weapon offences,Monaghan,16
3450,2007Q3,Weapon offences,Offaly,30
3451,2007Q3,Weapon offences,Roscommon,11
3452,2007Q3,Weapon offences,Sligo,11
3453,2007Q3,Weapon offences,Tipperary,78
3454,2007Q3,Weapon offences,Waterford,50
3455,2007Q3,Weapon offences,Westmeath,34
3456,2007Q3,Weapon offences,Wexford,44
3457,2007Q3,Weapon offences,Wicklow,50
3458,2007Q4,Crimes affecting personal safety,Carlow,369
3459,2007Q4,Crimes affecting personal safety,Cavan,457
3460,2007Q4,Crimes affecting personal safety,Clare,493
3461,2007Q4,Crimes affecting personal safety,Cork,2619
3462,2007Q4,Crimes affecting personal safety,Donegal,1199
3463,2007Q4,Crimes affecting personal safety,Dublin,8462
3464,2007Q4,Crimes affecting personal safety,Galway,1231
3465,2007Q4,Crimes affecting personal safety,Kerry,680
3466,2007Q4,Crimes affecting personal safety,Kildare,1082
3467,2007Q4,Crimes affecting personal safety,Kilkenny,369
3468,2007Q4,Crimes affecting personal safety,Laois,393
3469,2007Q4,Crimes affecting personal safety,Leitrim,283
3470,2007Q4,Crimes affecting personal safety,Limerick,1563
3471,2007Q4,Crimes affecting personal safety,Longford,231
3472,2007Q4,Crimes affecting personal safety,Louth,967
3473,2007Q4,Crimes affecting personal safety,Mayo,596
3474,2007Q4,Crimes affecting personal safety,Meath,764
3475,2007Q4,Crimes affecting personal safety,Monaghan,457
3476,2007Q4,Crimes affecting personal safety,Offaly,393
3477,2007Q4,Crimes affecting personal safety,Roscommon,231
3478,2007Q4,Crimes affecting personal safety,Sligo,283
3479,2007Q4,Crimes affecting personal safety,Tipperary,746
3480,2007Q4,Crimes affecting personal safety,Waterford,835
3481,2007Q4,Crimes affecting personal safety,Westmeath,605
3482,2007Q4,Crimes affecting personal safety,Wexford,683
3483,2007Q4,Crimes affecting personal safety,Wicklow,663
3484,2007Q4,Drug offences,Carlow,152
3485,2007Q4,Drug offences,Cavan,73
3486,2007Q4,Drug offences,Clare,140
3487,2007Q4,Drug offences,Cork,962
3488,2007Q4,Drug offences,Donegal,174
3489,2007Q4,Drug offences,Dublin,3872
3490,2007Q4,Drug offences,Galway,240
3491,2007Q4,Drug offences,Kerry,264
3492,2007Q4,Drug offences,Kildare,336
3493,2007Q4,Drug offences,Kilkenny,152
3494,2007Q4,Drug offences,Laois,115
